Flight ID,Engine,TOW (kg),TOW2_OpenAP (kg),Fuel Burnt (kg) ,Fuel Burnt OpenAP (kg),Total Dust (g),Total Dust OPENAP (g),takeoff,climb,cruise,step climb,descent,landing,unknown
2022_05_10_1954_06A053_QTR8U_B77W_A7-BAB,GE90-115B,216798.46,218161.43,8198.46,9561.426415807136,1.5330525623201325,2.4500218455027376,21.03,598.88,1658.31,0.0,1358.44,0.0,225.87
2022_05_10_2005_89644D_UAE822_B77W_A6-EPX,GE90-115B,216311.96,218659.93,7711.96,10059.929931604065,3.5967610717391185,2.8788479792037753,30.57,664.91,1073.99,0.0,1371.62,0.0,50.9
2022_05_10_2006_06A1C0_QTR9M_B77W_A7-BEJ,GE90-115B,216880.87,218477.56,8280.87,9877.56475173037,9.664082676869738,8.77575151988414,16.59,703.95,1303.3,0.0,1150.12,0.0,348.91
2022_05_10_2009_89644E_UAE860_B77W_A6-EPY,GE90-115B,219556.98,220792.86,10956.98,12192.85853864218,8.948942296323965,6.666611890779611,21.79,966.08,1640.57,0.0,1730.86,0.0,89.58
2022_05_10_2015_06A2B3_QTR1189_B77W_A7-BEO,GE90-115B,223750.05,225598.29,15150.05,16998.28922875718,3.9591767770874915,3.592849635429698,33.16,1216.13,3106.06,0.0,1627.31,0.0,135.02
2022_05_10_2140_89644F_UAE853_B77W_A6-EPZ,GE90-115B,220474.44,221747.91,11874.44,13147.914741234457,2.834517693114171,5.999708607063393,13.98,1063.36,1751.85,0.0,1923.41,0.0,69.18
2022_05_10_2146_896453_UAE801_B77W_A6-EQD,GE90-115B,228141.55,233863.86,19541.55,25263.860877356237,0.9830842668289597,1.2994756160422725,26.29,1142.26,6290.4,0.0,1520.92,0.0,75.09
2022_05_10_2156_8963D7_UAE815_B77W_A6-EPH,GE90-115B,220699.65,223119.92,12099.65,14519.923928367138,4.167819789586971,7.762846969226786,33.78,966.44,2239.16,0.0,1817.65,0.0,108.33
2022_05_10_2217_8963D0_UAE83DH_B77W_A6-EPA,GE90-115B,216045.67,217601.89,7445.67,9001.894782623855,1.6349963056719086,2.501976139009692,24.98,628.52,1144.68,0.0,1260.61,0.0,61.53
2022_05_10_2223_896215_UAE866_B77W_A6-EGT,GE90-115B,214874.77,216185.32,6274.77,7585.323318522697,0.8666957219080208,1.076827983681535,26.35,488.91,1101.44,0.0,1092.55,0.0,55.68
2022_05_10_2227_06A062_QTR1184_B77W_A7-BAC,GE90-115B,224328.46,226928.36,15728.46,18328.358112490532,3.5431263705243725,3.484980284444703,22.06,1137.0,3819.63,0.0,1835.99,0.0,77.47
2022_05_10_2228_06A070_QTR98H_B77W_A7-BAF,GE90-115B,215366.59,216214.01,6766.59,7614.010472997443,4.137280269318054,3.5725883310473394,28.84,597.38,805.88,0.0,1265.79,0.0,129.13
2022_05_11_0033_89644F_UAE854_B77W_A6-EPZ,GE90-115B,219062.69,220107.12,10462.69,11507.124459350292,6.788724182245644,5.758205369948033,27.09,908.58,1394.48,0.0,2163.57,0.0,39.18
2022_05_11_0044_896215_UAE867_B77W_A6-EGT,GE90-115B,213842.75,214774.3,5242.75,6174.299139023079,1.6121818493776487,1.6405118788167719,23.82,442.35,729.57,0.0,994.95,0.0,33.55
2022_05_11_0044_8963D0_UAE836_B77W_A6-EPA,GE90-115B,215291.13,217269.22,6691.13,8669.221363312678,4.258677559076275,3.687926426574554,23.91,543.49,1055.47,0.0,1295.89,0.0,32.94
2022_05_11_0111_8963D7_UAE816_B77W_A6-EPH,GE90-115B,219710.76,221335.47,11110.76,12735.469425140798,8.61076057751413,7.105190887183065,0.0,959.98,1873.14,0.0,1810.0,0.0,47.95
2022_05_11_0144_06A070_QTR44K_B77W_A7-BAF,GE90-115B,215631.13,216149.47,7031.13,7549.473859599617,2.605569496397404,4.0077827639242525,30.1,650.88,680.28,0.0,1325.04,0.0,176.01
2022_05_11_0214_06A062_QTR1185_B77W_A7-BAC,GE90-115B,223964.69,226666.84,15364.69,18066.84236363523,2.8635858639119793,3.0537276963610105,32.13,1070.34,3968.73,0.0,1521.71,0.0,69.79
2022_05_11_0227_896453_UAE802_B77W_A6-EQD,GE90-115B,227438.48,231857.5,18838.48,23257.50419062667,2.3280431398240866,1.894545170268768,29.25,1157.73,5814.2,0.0,1425.7,0.0,54.86
2022_05_11_0314_8964A6_UAE819_B77W_A6-EQN,GE90-115B,220993.98,222592.93,12393.98,13992.934343728937,4.223474943168191,6.888810496890202,28.47,1024.27,2341.12,0.0,1490.79,0.0,94.47
2022_05_11_0327_896314_UAE827_B77W_A6-ENR,GE90-115B,216996.63,218704.95,8396.63,10104.946497538269,2.266564431248697,2.970155597939887,28.53,664.41,1537.43,0.0,1314.0,0.0,57.91
2022_05_11_0400_710059_SVA9060_B77W_HZ-AK17,GE90-115B,218262.24,221623.17,9662.24,13023.17381886398,10.16096978401071,8.780057274675894,0.0,690.77,2281.09,0.0,1569.47,0.0,22.77
